"xmin","xmax","x","y","colour","PANEL","group","flipped_aes","order","ymin","ymax","size","linewidth","linetype","shape","fill","alpha","stroke"
26.6376708715993,27.75941079119,27.1985408313946,1.8,"#1A4AAD","1",4,TRUE,1,1.7,1.9,0.5,0.7,1,19,NA,NA,0.909090909090909
52.8170062496583,61.6759830074261,57.2464946285422,0.8,"#1A4AAD","1",1,TRUE,1,0.7,0.9,0.5,0.7,1,19,NA,NA,0.909090909090909
33.4617161702864,34.6542731972231,34.0579946837548,2,"#D71B1E","1",5,TRUE,2,1.9,2.1,0.5,0.7,1,19,NA,NA,0.909090909090909
46.5592147076646,55.5414952769397,51.0503549923022,1,"#D71B1E","1",2,TRUE,2,0.9,1.1,0.5,0.7,1,19,NA,NA,0.909090909090909
49.288339121895,50.5462326413999,49.9172858816475,2.2,"#229A44","1",6,TRUE,3,2.1,2.3,0.5,0.7,1,19,NA,NA,0.909090909090909
55.8189630253659,64.7037509939271,60.2613570096465,1.2,"#229A44","1",3,TRUE,3,1.1,1.3,0.5,0.7,1,19,NA,NA,0.909090909090909
