"xintercept","PANEL","group","colour","linewidth","linetype","alpha"
20341,"1",-1,"grey40",0.454545454545455,"dashed",NA
20341,"2",-1,"grey40",0.454545454545455,"dashed",NA
20341,"3",-1,"grey40",0.454545454545455,"dashed",NA
